address,balance
0x9b9DE0C3bb10A7593E1C17036268B4dd4f3C81E1,99999998
0xc4AaD17558fA95C8937D0856B2dAd74C1a7A095F,21
0xa56cc8ef57F49A979B88cb81859E569914D6B4b2,735000000
0x7519Ce5BCA2F1d5662d18b28bF2440470BF9cd0F,3800000000
0x7e028B5025289a7bbdba19bAaF4A480aB38B43D9,50000000
0x550D38F92f68c4F4601C8C4E86F3A66b7E152f26,11460690000000
0xfe583d009EB6653d55F8b96e470d5B1d8F3fbcA9,568818631500
0x7434dCca9F6faF4e8ecA1f9DaF1f1265A1EBa9E3,808500000000
0x0147d7eA5AF37B699e63FC44C5F7C3Be31EA6624,1175000000000
0x1b40BF314A3ab5a46dbdfc2a8C5125d5C97887b0,82000000
0xaaD07D5c1D7149b946884F444A270cE0BcBE2007,1005000000000
0xBc1F5591c43049a79758551D07bA5cd4BD5DF9cF,200000
0xa6375ddbEDD3691f25B749bACAB5b9BB71Ad8E66,2300000000000
0xE4eE8CA9E970CD4179948Bb45D63cBcD3f00c903,3675000000000
0x4a3fd84e6D266d736F64eeB67fb1a7bDA8D54C30,6300000000
0x81f0af6A09aa059073C15eEA14Ad33a914F89334,3675000000000
0x387C36c676b9332B7e069a133ae5DC9b8D60dF04,5145000000000
0x47766035582a5972e73bc3a84Ff0d5Aeac097455,5000000000
0x985190689c17EE12388b1E13F83562762cACc297,90973096200
0xFBBfB058772aB2bF1ba614432556f3b159B43a9B,3675000000000
0xAbEcb948AcAce663516B8aC0D8270c0171486B9F,167006900
0xA63c06F084C04e2867eEB156e845963DE3c7Ef63,181732542600
0x76a4C9B312a8E450D731615Ad0F6bD10F56f1C1E,287385000000
0x839EAe9072B43346481698D2C8121b10E36676F6,213150000000
0x19B0ce170F7a931156722Ad1428eb33Cc312D664,175000000000
0x1EEDa83C0Cf7CD6607721cE74575A87198347991,156951271575
0x01206B229EACB38d5f1f89Eb2347D73ee4f22F05,1248000000000
0x0F8128C4Bd22d47A0E4988C30f2395dc1Bb16b61,2675000000000
0x6a922666795404005fc5915B9E96F68665Fa14C5,1733988850000
0x2E7363b6a814c1197F0433E26e05bCd639735663,502011470244
0x83d00F6198721f92173ecf06a6B6b81B99c01175,25000000
0xB9aEB8621aC12cfc0F7A74ad79935CDfAB55D010,48645000
0x85d11174284Bbc67cb185801D9eaEb4Ac83bB761,191100000000
0xc205125419a346408476Bb332ddBF85Ec89b1bDa,3675000000000
0x39Fac668f6eFFe5781410Fd253391325ECCd6a39,2563888888900
0x1B8158E1CeB75bb5c82f5F8520Ae3d3d418D0e07,2972111731050
0x79BeA55BD2E7dC56B450274DDe96EA7B07B865c9,3675000000000
0x57F1ee7D9f04931871Fc3E83140Ea1911DCc38e1,11392500000
0xa5104403C7461a550aeD305487fF16427fceDd3f,160000000000
0xe2ba55ADd5114869b6375c8eA8C05C0C5544902A,175000000000
0xdD3238733cB9d377b96ddd9E02dE054e76917045,399000000
0x6c1dA44B8D417de1262279fF27DF6239329b4E9D,3883444000000
0x5C7655e5E19640B0c0274b187a45DE357E659388,199920000000
0x9acd5D9883AfbB70c7975BF11F581829d1b33c7b,1521450000000
0xD487d79b6c441D00eB8D09688Db256BD55b1C472,3675000000000
0x3b5891C52Bd7D17869494E046deCd5e2Ce27Fb67,735000000000
0x09bEAB58a6040b0f68bA8d9384347DFA38379Ee5,15899520000
0x2212aAA6F03D71Bc22cF8Ab91c9468d706847390,44403000
0x1B49994dc057fd006501AbD1280a50E0065f2c6a,9139480000000
0xaa3f46711FCD5559C6e862aF0D243db7d2BBeE2f,6024908410000
0xE44C777b926B567D718c2494A28Cd125B29bBbAb,1251705000000
0x79cF2507732dF36C6514dcdC1cfB20ae83cF5B5D,2088536185012
0xDCaDb1c29fCE1B4fDc46189183068F7a4a8bDFF1,3675000000000
0x07883597Cd09ae7e2d3A6028f3228CcbeC08605e,100000000000
0xAFFE21cD2B891D4e2BbcE6b03f8b7DC9f277BC16,100000000000
0x09944756d3Be0dBe096Beedf07dCcf8b1DCd679B,763352089617
0x0711348dfd3443378c1c4548D24cC2C576129B98,479248
0xc4a860c57B0d66B9973167EF9a984d934A77428B,735000000000
0xD0A8F596bcaF44EF825a41c806048B95ea179E1B,367500000000
0xcae509Dc7D6856c4Bb8CC6BD7E6d0B37203Bf7BA,2477000000000
0x81faeaC5007e1136D86A22817b4748623876a790,10000000
0xc06a2d4cd92A2762cBe6a3E55970c32E8634c8BE,3675000000000
0x610098cea50372c1aB40286fd720B96c872a55C1,3794094300000
0xBc4223FD0D988326df8560823E1f4990cf01FE87,5300493364840
0x3187A4FbF68D32d550EeF4Ef5fdDEb2eE3AE4bf9,45777681600
0xf1D9D70DAf6DFCAbCaaaa465b1d0dFB843fB7190,100000000000
0xFD6753707f30aD4abEe508Eb02BF06085037a22f,1371563083905
0x0161C7fb522459ed279b3014d3C9b23704EA7f4e,219211000000
0xe565c56979b2cED1e374Ef6971672a0e65E51D1f,3675000000000
0x51c954aeD57876B1d1c9F03991FCBFC428551251,2930000000000
0xE5b569FeE549B362fe43927EabC023F46238BB93,3675000000000
0x5ee0A0EcEf49640AE80904cb811e11C8795A1546,1470000000000
0xF0CdB15fc1DB4C89490846646d40CE166478346F,1018795972950
0x2C6b19721A9380497584654740b04651495BA946,500000000
0xE8DB301F72EfE61C8B5BC73A4409F1A0cDc4961E,3674900000000
0x894b9598E2d88B1575Eff61000f04fD74164604D,600000000000
0x683Caf3Ea916AAf95caA99F01735293eEA11BEF7,90000000
0x8D5989eb110610eB9dbD786c08B56a54b7feAdFd,302865303350
0x093ECDBE8DC3294e0287E35cc21780E5DA5310Bd,7087372399367
0x9e94e7002cD234805f85EA0FcAa273725f14f654,6089400000000
0x336898AaCe27A8ac14A594ab97dB3C867331ccdd,2500000000
0x3Ba449E13361682A2c293EcbEd307A085D2d470d,550000000000
0xddB8BF7E226B1e2CA62134a85D976B67D1142D87,100000000
0xBE14f7B93d2b5a4b799c7179D970Ac3b99DFA88A,1352000000000
0xec4Ba1BF1042E1BAA1f519833A3f81E8588fF7b8,330750000000
0xD4aeDe4B145291C125845E5C47718c463248cbb2,201818416800
0xCBbdD593cC2C351A17B9b9018c3F9ae68da900c0,2940000000000
0x5725a458b319d73B8Ec84c47de80620E7B191B0C,4089952
0x8794B8DFbc64bd279065229536039B36b7f3Cf34,9956545300000
0x07a003Aa8c666789ee62037BBd4E7A1e769c6dbD,100000000000
0xD6DB1d28c4160C9AB1FCC7D140a187D022c12011,5000000000
0xf03B12bCe93593be3a5310e281eb800eBbC90191,2205000000000
0xCdAA4cFDABDD11C5f663B9c3Ccf6035312006b0F,70990776150
0xD30696935D2dd80E987165A9dA83A80BC7e07BA1,200000000000
0x2aB9c2F87c3986DEB3A30ee38E39caf9dcD0517C,150000000
0xA64DfD58E5AC2efEf3d886e7279922f7ce1a2bf8,1619364135270
0xF41386284f00AD1e1f88CDaD8a44d60E1E1D8C38,2073526150000
0x610c666506BEc99C238D0f0213a677EAe9dd2D90,735000000000
0x52B4F00325fCAeDAA885cC82778C817a26E392CC,1835552080000
0x0C768cC3914EC5A1E4Be7E7f15e13d9dD15DDf97,3675000000000
0x45077C8D9C10f99E913ba7998d4C247DB1C8eE17,102900000000
0xec30d683B04DE085178Ac8E5764eAcC30A675810,3675000000000
0x9538fD48F3c658CbD625C6FCb462926CEd08E7A5,1058978415600
0x2B0209Cb539434Bb0fDBc83c0e38C47E091470D2,1047400000000
0x1e02419A75c8A33503e8b6dd35c4223372aa0CB1,1175000000000
0x6F161A3d8Dc0fa6250C07bAC9FA68d187b4f1c12,8549755000000
0xd1bdBD5a4E8B21f3076a71829e869799a394d042,75000000
0xdA0d0fAB6Bbf20De24A03493808CA55890c83eb7,2563888888900
0xF494206537E19323bB42657041D0987c3c8935A7,2440064731844
0xAEF4D56b0E5d9CB9aAaA8e4bA182d2024545A8fA,9110000
0xbd366D1cF8a4924ac8cBbB2c12128bEcdF424282,129360000000
0x736C322F29B5c9073c368536Fbe6cFb44605126D,47881300000
0xb76526A320C9284ab4b0211C6B2c89A0F06CB440,149050000000
0x9F99F88d26cd96b3bdB31752b8Fff614109486c1,6741748900000
0x8E0b9b962Fc634bb00A3630aD6ce3170127FB06C,3500000000000
0xb6bC68B3d0BC07fEa1f6EEa48B1cc90028B2c64c,99225000000000
0x521bdB02777Dbbf8fcB8953d9b26A356b1e606f6,2271150000000
0xA8a6DEabBe437eEf57b6E6F0253948767B402B03,13965000000000
0xfdc528fB3E0FfC8521DbA9fAdbBEE8A5517EFD2D,3442500000000
0x57B2D71e359Ead6f24305E3cF99e6Be8BDaaFF90,3675000000000
0xAcb51702067d033a11Eff64C98257C1C1372d4D5,955500000000
0x956811A2Ec4196ba9fd815e5AE7Af15Fa5e9e30C,1267000
0xcA9f99f7F3CC8fBA5d61543e2f9fAC17D82E1D14,59933446200
0xDeBEd054BA938043d0aEE3184265CC909dbAf184,64755937869
0x843E6ED301Ff5f30f92Cc80D478b2958ADc61e31,3675000000000
0x9d68BB621a2784d837C3c0CF8d559Cb4A4107A72,273104890800
0xb774B15bc2e8b1ad460a9Add1bc2F5C588A0Fd3B,471333450000
0x0050cAe7B95e34c79FC075b1bA54A8A404175c6D,3675000000000
0x417A28e7456E51eac04038d8af6a7767bB818d67,6100500000000
0xbe58cc93876361Ff3baa40C2d021B406959e5164,896700000000
