address,balance
0xC0f4576ad7eCed0FDC341BBf0fF70aF7c8E68F47,170500000000
0x01099c9f0Ccf5017e41E8D993e6f21DA9b2d139a,150000000000
0x390e366f2AA26135a6ea0005fE7B7D4420C7dB02,242429813683
0x4Dad5fcb02feF9888f0841F3Ac162E645da8D1E5,100100000000
0x02Db9b07CD88cc634466293b04fF328478B7EA9d,225640374019
0x038Beba2e2BCc1c689736Ff30f052cBe595F2c34,110077309917
0xEd26E50f572B33DC37e0CF04c01F1857Ab6C8aa5,129593660000
0x5f1720Ec1dc77d750F7cD630806dCE61c500E017,166331400000
0x78e73A085160F16fE5b6eC4B772aC11fA04dCc76,105000000000000
0xdf3cf9642BB6056c40D5638433977F574ED84E3D,301679851428
0x25Acc9bd6aF42183f9DB30476D174402fd6f757C,110000000000
0x599C7F85eC9FD35fD219EA2f718599A7500f511E,37317743480778
0x1F85830B12b8350795C2044Df50Ad5ccBb032DfC,500000000000
0xb1B1dba36512C4943F2D517D2EdC256875404C5d,199776438022
0xCcF449dF630e44AB55557936054C42a005641cCF,114819477323
0x747B35EC11e3aCAec81460d5b03A19734B956e4B,210000000000
0xa919538CeAb5c64608945865835dbC10540feB1D,1265601630000
0xD6f7c94c8e82C7E2e1234c636D509d9065B1c36f,3000000000000
0xf6A09d32Da1D838312cc1916117Ba572824B1df3,53935366374
0x4BE89EBe49985f83f485d74Bdb2273cCD0af8a7c,110237434329
0x3e078e57ce8650c1f31E02e1733d69BAc0477918,2000000000000
0xd33a97De61e09d26937dd8Cf5F7Fb511B82Ddcc6,100100000000
0xbb784B39ea4ce39A7Ac2ddc738d1a22e9D3B6779,105347571996
0xea2E5f4199E95Cee4eB9A53C4C959701BB9d57AF,429089391698
0xA56fF869a9344a68973A62AA6220957e097De49d,1346477912693
0x773338f432A608D09F7099045509a7c9be34edb0,130861100361
0x1F906aB7Bd49059d29cac759Bc84f9008dBF4112,0
0x90e9fe6d04E27EACffb4Fec6d81321f8D669c1e1,544631600000
0x3226cfB2822fAe2522552b8c894168427Ab62565,581525154180
0x19c2401692DE815B3724a1C650999ee5F200BA74,102179537697
0x017ba516289220f13F1c11b555A5800A02cCB8E5,1299669551235
0xa32369A38a872d0F4DA54301FcdA5F3172B7EAA7,1989308122160
